effort,satisfaction,prevalence,cost,dissatisfaction,inestability,req_1,req_2,req_3,req_4,req_5,req_6,req_7,req_8,req_9,req_10,req_11,req_12,req_13,req_14,req_15,req_16,req_17,req_18,req_19,req_20,req_21,req_22,id,productivity,effectiveness,squandering,dirtiness,annoyance,stickiness,robustness,fragility,usage_efficiency
12065,4235,2340,7300,2805,3817,1,1,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,0,1598,0.35101533360961457,0.5801369863013699,0.50765149969394,0.2324906755076668,0.6623376623376623,0.19394944053046,1.1095100864553313,740.3050145047658,0.32054794520547947
12070,4345,2591,7050,3158,4191,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1599,0.359983429991715,0.6163120567375886,0.5074474597021016,0.26164043082021543,0.7268124280782509,0.21466445733222866,1.036745406824147,899.6587406793703,0.3675177304964539
12080,4148,2400,5000,2652,4173,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1600,0.3433774834437086,0.8296,0.5070393797184248,0.2195364238410596,0.639344262295082,0.1986754966887417,0.9940091061586389,829.0728476821192,0.48
12085,4375,2647,7450,2811,4347,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1601,0.3620190318576748,0.587248322147651,0.5068353397265865,0.23260239966901117,0.6425142857142857,0.2190318576748035,1.0064412238325282,952.1314853123707,0.3553020134228188
12090,4348,2458,7400,3039,4094,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1602,0.35963606286186933,0.5875675675675676,0.506631299734748,0.2513647642679901,0.6989420423183073,0.20330851943755168,1.0620420127015144,832.3450785773366,0.33216216216216216
12095,4298,2440,6700,3033,3991,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1603,0.35535345183960315,0.6414925373134328,0.5064272597429096,0.25076477883422904,0.7056770590972545,0.2017362546506821,1.0769230769230769,805.1293923108723,0.3641791044776119
12105,4411,2617,8350,2968,4155,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1604,0.364394878149525,0.5282634730538922,0.5060191797592328,0.24518793886823625,0.6728632963046928,0.21619165634035523,1.0616125150421178,898.2763320941759,0.3134131736526946
12110,4344,2314,8200,2951,4082,1,0,0,0,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1605,0.3587118084227911,0.5297560975609756,0.5058151397673945,0.24368290668868703,0.6793278084714549,0.19108175061932287,1.0641842234198922,779.9957060280759,0.2821951219512195
12120,4295,2472,8350,2814,4154,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1606,0.3543729372937294,0.51437125748503,0.5054070597837176,0.2321782178217822,0.6551804423748545,0.20396039603960395,1.0339431872893596,847.2514851485148,0.29604790419161675
12125,4430,2680,8400,2926,4164,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1607,0.36536082474226805,0.5273809523809524,0.5052030197918792,0.241319587628866,0.6604966139954853,0.22103092783505154,1.06388088376561,920.3727835051546,0.319047619047619
12130,4129,2512,5550,2837,4210,0,0,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1608,0.3403957131079967,0.7439639639639639,0.5049989798000408,0.23388293487221765,0.6870913054008234,0.20708985985160758,0.9807600950118764,871.848309975268,0.4526126126126126
12135,4108,2615,7550,2853,3921,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1609,0.33852492789452,0.5441059602649007,0.5047949398082024,0.23510506798516687,0.6944985394352483,0.21549237742068397,1.0476919153277224,844.9456118665018,0.34635761589403974
12145,4340,2508,6300,2933,4426,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1610,0.3573487031700288,0.6888888888888889,0.5043868598245256,0.2414985590778098,0.6758064516129032,0.20650473445862494,0.9805693628558518,913.989954713874,0.3980952380952381
12150,4220,2430,5950,2846,4154,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1611,0.34732510288065843,0.7092436974789916,0.5041828198326872,0.234238683127572,0.6744075829383887,0.2,1.0158883004333172,830.8,0.4084033613445378
12155,4317,2582,8200,3068,4094,1,1,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1612,0.35516248457424926,0.5264634146341464,0.5039787798408488,0.25240641711229944,0.7106787120685661,0.21242287124640066,1.0544699560332194,869.6592348827643,0.3148780487804878
12160,4153,2651,5500,2972,4193,0,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1613,0.3415296052631579,0.7550909090909091,0.5037747398490104,0.2444078947368421,0.715627257404286,0.21800986842105263,0.9904602909611256,914.1153782894737,0.482
12170,4148,2348,6000,2505,4020,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1614,0.3408381265406738,0.6913333333333334,0.5033666598653336,0.2058340180772391,0.6039054966248795,0.19293344289235825,1.0318407960199005,775.5924404272802,0.3913333333333333
12175,4386,2467,7300,2923,4284,0,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1615,0.3602464065708419,0.6008219178082191,0.5031626198734952,0.24008213552361396,0.666438668490652,0.20262833675564682,1.0238095238095237,868.059794661191,0.33794520547945206
12180,4271,2283,6000,2905,4032,1,0,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1616,0.3506568144499179,0.7118333333333333,0.5029585798816568,0.23850574712643677,0.6801685787871693,0.1874384236453202,1.0592757936507937,755.751724137931,0.3805
12185,4095,2591,6100,2633,4079,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1617,0.33606893721789083,0.671311475409836,0.5027545398898184,0.2160853508411982,0.642979242979243,0.2126384899466557,1.0039225300318706,867.3524004924087,0.42475409836065575
12195,4164,2521,5250,2837,4206,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1618,0.3414514145141451,0.7931428571428571,0.5023464599061416,0.23263632636326365,0.6813160422670509,0.2067240672406724,0.9900142653352354,869.4814268142682,0.48019047619047617
12200,4208,2684,6450,3087,4010,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1619,0.34491803278688526,0.6524031007751938,0.5021424199143032,0.2530327868852459,0.7336026615969582,0.22,1.0493765586034913,882.2,0.4161240310077519
12205,4373,2595,8350,2943,4164,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1620,0.35829578041786153,0.5237125748502994,0.5019383799224648,0.24113068414584188,0.6729933683969814,0.2126177795985252,1.0501921229586935,885.3404342482589,0.31077844311377245
12210,4484,2482,6950,3079,4258,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1621,0.3672399672399672,0.6451798561151079,0.5017343399306264,0.25217035217035216,0.686663693131133,0.2032760032760033,1.0530765617660873,865.549221949222,0.3571223021582734
12215,4441,2500,8250,3038,4101,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1622,0.3635693819074908,0.5383030303030303,0.501530299938788,0.2487106017191977,0.6840801621256474,0.20466639377814164,1.082906608144355,839.3368808841589,0.30303030303030304
12220,4350,2407,5800,2770,4312,0,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1623,0.35597381342062195,0.75,0.5013262599469496,0.22667757774140754,0.6367816091954023,0.1969721767594108,1.0088126159554731,849.3440261865794,0.415
12225,4150,2624,7050,2748,3896,1,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1624,0.3394683026584867,0.5886524822695035,0.5011222199551112,0.22478527607361964,0.6621686746987951,0.21464212678936606,1.0651950718685832,836.2457259713701,0.3721985815602837
12230,4418,2631,6300,3062,4436,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1625,0.36124284546197877,0.7012698412698413,0.5009181799632728,0.25036794766966475,0.6930737890448166,0.2151267375306623,0.9959422903516681,954.3022076860179,0.4176190476190476
12240,4386,2377,6700,2927,4120,1,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1626,0.35833333333333334,0.6546268656716417,0.500510099979596,0.23913398692810459,0.6673506611947104,0.19419934640522876,1.0645631067961165,800.1013071895425,0.3547761194029851
12245,4521,2451,6450,3085,4173,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1627,0.36921192323397306,0.7009302325581396,0.5003060599877576,0.2519395671702736,0.6823711568237115,0.20016333197223357,1.083393242271747,835.2815843201307,0.38
12250,4454,2601,7200,3219,4244,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1628,0.36359183673469386,0.6186111111111111,0.5001020199959192,0.26277551020408163,0.7227211495285137,0.2123265306122449,1.0494816211121583,901.1137959183674,0.36125
12255,4226,2471,6000,2634,4030,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1629,0.34483884128926967,0.7043333333333334,0.4998979800040808,0.2149326805385557,0.6232844297207761,0.20163198694410445,1.04863523573201,812.5769073847409,0.41183333333333333
12260,4405,2440,6750,2885,4129,1,0,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1630,0.3592985318107667,0.6525925925925926,0.4996939400122424,0.23531810766721045,0.6549375709421112,0.19902120717781402,1.0668442722208766,821.7585644371941,0.36148148148148146
12270,4473,2664,7250,3177,4253,1,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1631,0.3645476772616137,0.6169655172413793,0.4992858600285656,0.2589242053789731,0.710261569416499,0.21711491442542788,1.0517281918645662,923.3897310513447,0.36744827586206896
12275,4280,2641,7000,3005,4386,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1632,0.3486761710794297,0.6114285714285714,0.4990818200367272,0.24480651731160896,0.7021028037383178,0.21515274949083504,0.9758321933424533,943.6599592668024,0.3772857142857143
12280,4151,2599,6400,3104,4010,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,1,1633,0.33802931596091207,0.64859375,0.4988777800448888,0.25276872964169383,0.7477716212960732,0.21164495114006515,1.0351620947630922,848.6962540716612,0.40609375
12285,4195,2662,6450,2917,3877,1,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1634,0.34147334147334146,0.6503875968992248,0.4986737400530504,0.23744403744403744,0.6953516090584029,0.21668701668701668,1.0820221820995615,840.0955636955637,0.41271317829457366
12290,4458,2586,6550,2879,4296,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1635,0.36273393002441007,0.6806106870229007,0.498469700061212,0.2342554922701383,0.6458052938537461,0.21041497152156224,1.0377094972067038,903.9427176566314,0.3948091603053435
12305,4080,2683,6200,2724,4125,0,0,0,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,1,1,1,0,1636,0.3315725314912637,0.6580645161290323,0.4978575800856968,0.2213734254368143,0.6676470588235294,0.2180414465664364,0.9890909090909091,899.4209670865501,0.43274193548387097
12315,4390,2622,7450,2972,4339,0,1,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1637,0.3564758424685343,0.5892617449664429,0.49744950010202,0.24133170929760456,0.6769931662870159,0.21291108404384895,1.011753860336483,923.8211936662607,0.35194630872483224
12320,4345,2488,6350,3021,4226,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1638,0.35267857142857145,0.684251968503937,0.4972454601101816,0.24521103896103896,0.6952819332566168,0.20194805194805196,1.0281590156176053,853.4324675324675,0.3918110236220472
12325,4495,2555,6050,2885,4211,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1639,0.36470588235294116,0.7429752066115702,0.4970414201183432,0.23407707910750508,0.6418242491657397,0.20730223123732253,1.067442412728568,872.9496957403651,0.4223140495867769
12330,4112,2620,6650,2712,3963,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,1640,0.3334955393349554,0.6183458646616541,0.4968373801265048,0.21995133819951337,0.6595330739299611,0.21248986212489862,1.037597779460005,842.0973236009733,0.39398496240601505
12335,4426,2592,8350,3129,4147,1,1,0,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1,0,1,1,1,1641,0.35881637616538303,0.530059880239521,0.49663334013466637,0.2536684231860559,0.7069588793492996,0.21013376570733686,1.0672775500361706,871.4247263883259,0.3104191616766467
12340,4107,2525,5850,2505,4104,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1642,0.3328200972447326,0.7020512820512821,0.496429300142828,0.20299837925445705,0.6099342585829073,0.20461912479740682,1.0007309941520468,839.7568881685576,0.43162393162393164
12345,4159,2433,5100,2821,4165,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1643,0.33689752936411504,0.8154901960784313,0.4962252601509896,0.22851356824625355,0.6782880500120221,0.19708383961117862,0.9985594237695078,820.8541919805589,0.47705882352941176
12350,4084,2603,6300,3099,3989,1,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1644,0.33068825910931177,0.6482539682539683,0.4960212201591512,0.25093117408906884,0.7588148873653281,0.21076923076923076,1.0238154926046628,840.7584615384616,0.4131746031746032
12355,4411,2514,7650,2831,4190,1,0,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1645,0.35702144880615133,0.5766013071895425,0.4958171801673128,0.2291380008093889,0.6418045794604398,0.20348037231889923,1.052744630071599,852.5827600161878,0.32862745098039214
12360,4546,2588,7400,2989,4243,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1646,0.36779935275080905,0.6143243243243244,0.4956131401754744,0.2418284789644013,0.6575010998680159,0.20938511326860842,1.071411736978553,888.4210355987055,0.3497297297297297
12365,4262,2446,6550,2816,4312,0,0,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1647,0.34468257177517186,0.6506870229007634,0.495409100183636,0.2277395875454913,0.660722665415298,0.19781641730691468,0.988404452690167,852.9843914274161,0.3734351145038168
12370,4412,2513,6250,2680,4297,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1648,0.3566693613581245,0.70592,0.4952050601917976,0.21665319320937754,0.6074342701722575,0.20315278900565886,1.0267628578077728,872.947534357316,0.40208
12375,4430,2577,7700,2789,4199,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,1649,0.35797979797979795,0.5753246753246753,0.4950010201999592,0.22537373737373737,0.6295711060948082,0.20824242424242423,1.0550130983567516,874.4099393939393,0.3346753246753247
12385,4659,2706,7500,3223,4520,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1650,0.37618086394832456,0.6212,0.4945929402162824,0.2602341542188131,0.69177935179223,0.218490109002826,1.0307522123893806,987.5752926927735,0.3608
12390,4448,2483,7150,2837,4105,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1651,0.358999192897498,0.6220979020979021,0.494388900224444,0.22897497982243745,0.6378147482014388,0.20040355125100887,1.0835566382460413,822.6565778853915,0.3472727272727273
12395,4278,2589,7900,3137,4203,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,1,1,1652,0.34513916901976605,0.5415189873417722,0.4941848602326056,0.25308592174263816,0.733286582515194,0.20887454618797902,1.0178443968593862,877.8997176280758,0.32772151898734175
12400,4299,2415,6050,2822,4227,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1653,0.34669354838709676,0.7105785123966942,0.49398082024076717,0.2275806451612903,0.6564317283089091,0.19475806451612904,1.0170333569907737,823.2423387096774,0.39917355371900826
12410,4467,2546,7200,2795,4114,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1654,0.35995165189363415,0.6204166666666666,0.4935727402570904,0.22522159548751008,0.6256995746586076,0.20515713134568897,1.085804569761789,844.0164383561644,0.3536111111111111
12415,4416,2668,7850,2845,4151,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1655,0.35569875151026986,0.562547770700637,0.493368700265252,0.22915827627869512,0.6442481884057971,0.21490132903745468,1.063840038544929,892.0554168344744,0.33987261146496817
12420,4349,2583,7100,3189,4232,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1656,0.3501610305958132,0.6125352112676057,0.4931646602734136,0.2567632850241546,0.73327201655553,0.20797101449275363,1.0276465028355388,880.1333333333333,0.3638028169014085
12435,4175,2587,7450,2981,3872,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,0,1,0,1,1657,0.3357458785685565,0.5604026845637584,0.4925525402978984,0.2397265782066747,0.7140119760479042,0.20804181745074388,1.078254132231405,805.5379171692803,0.347248322147651
12440,4354,2448,7000,2937,4044,1,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1658,0.35,0.622,0.49234850030606,0.23609324758842443,0.674552135966927,0.1967845659163987,1.0766567754698317,795.7967845659164,0.3497142857142857
12460,4423,2333,6100,2792,4234,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1659,0.35497592295345104,0.7250819672131148,0.4915323403387064,0.22407704654895666,0.6312457607958399,0.18723916532905296,1.0446386395843175,792.7706260032103,0.3824590163934426
12465,4330,2586,7800,3104,4162,1,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1660,0.3473726434015243,0.5551282051282052,0.491328300346868,0.24901724829522665,0.7168591224018476,0.20746089049338146,1.0403652090341182,863.4522262334536,0.33153846153846156
12470,4407,2594,6800,2931,4211,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1661,0.35340817963111465,0.6480882352941176,0.4911242603550296,0.23504410585404972,0.6650782845473111,0.20801924619085807,1.0465447637140821,875.9690457097033,0.3814705882352941
12475,4155,2604,5500,2963,4052,0,1,0,1,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1662,0.3330661322645291,0.7554545454545455,0.49092022036319116,0.23751503006012023,0.7131167268351384,0.2087374749498998,1.0254195459032576,845.804248496994,0.47345454545454546
12480,4418,2528,5600,2925,4471,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1663,0.3540064102564103,0.7889285714285714,0.4907161803713528,0.234375,0.6620642824807605,0.20256410256410257,0.9881458286736748,905.6641025641026,0.4514285714285714
12490,4194,2672,5900,3006,3997,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,1,1,1,1664,0.3357886309047238,0.7108474576271187,0.49030810038767597,0.24067253803042435,0.7167381974248928,0.21393114491593274,1.0492869652239178,855.0827862289832,0.4528813559322034
12500,4060,2597,4750,2697,4051,0,0,0,1,1,0,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1665,0.3248,0.8547368421052631,0.48990002040399916,0.21576,0.6642857142857143,0.20776,1.0022216736608245,841.63576,0.5467368421052632
12505,4102,2618,6450,2738,4112,0,0,0,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,1666,0.32802878848460615,0.635968992248062,0.4896959804121608,0.21895241903238705,0.6674792784007801,0.2093562574970012,0.997568093385214,860.8729308276689,0.40589147286821703
12510,4120,2542,6450,2695,3966,1,1,0,1,0,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,1667,0.3293365307753797,0.6387596899224807,0.4894919404203224,0.21542765787370105,0.654126213592233,0.20319744204636292,1.0388300554715078,805.8810551558753,0.39410852713178296
12515,4455,2497,5100,2931,4386,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1668,0.3559728326008789,0.8735294117647059,0.48928790042848397,0.2341989612465042,0.6579124579124579,0.19952057530962844,1.0157318741450068,875.0972433080303,0.4896078431372549
12520,4473,2561,6550,3040,4288,1,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1669,0.35726837060702876,0.6829007633587786,0.4890838604366456,0.24281150159744408,0.6796333556896937,0.2045527156549521,1.0431436567164178,877.1220447284345,0.39099236641221374
12525,4280,2538,6300,2868,4421,0,0,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1670,0.34171656686626745,0.6793650793650794,0.48887982044480716,0.2289820359281437,0.6700934579439253,0.20263473053892214,0.9681067631757521,895.8481437125748,0.40285714285714286
12530,4531,2512,6850,2901,4218,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1671,0.3616121308858739,0.6614598540145985,0.4886757804529688,0.23152434158020752,0.6402560141249173,0.20047885075818037,1.0742057847321005,845.6197924980048,0.36671532846715327
12535,4111,2630,6100,2801,4083,0,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1672,0.3279617072197846,0.6739344262295082,0.4884717404611304,0.2234543278819306,0.6813427389929457,0.20981252493019545,1.0068577026696057,856.664539289988,0.4311475409836066
12540,4152,2577,7050,2739,3755,1,1,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1673,0.3311004784688995,0.588936170212766,0.48826770046929197,0.21842105263157896,0.6596820809248555,0.2055023923444976,1.1057256990679094,771.6614832535885,0.365531914893617
12550,4506,2530,6450,3035,4418,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1674,0.3590438247011952,0.6986046511627907,0.48785962048561515,0.24183266932270917,0.6735463826009764,0.20159362549800797,1.0199185151652332,890.6406374501992,0.3922480620155039
12555,4510,2530,6050,3046,4203,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1675,0.35921943448825167,0.7454545454545455,0.4876555804937768,0.2426125049780964,0.6753880266075388,0.20151334129828755,1.073043064477754,846.9605734767025,0.41818181818181815
12560,4459,2652,6700,3096,4240,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1676,0.355015923566879,0.6655223880597015,0.4874515405019384,0.2464968152866242,0.6943260820811841,0.21114649681528663,1.0516509433962264,895.2611464968153,0.3958208955223881
12565,4390,2519,6750,2835,4374,0,0,0,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1677,0.34938320732192596,0.6503703703703704,0.48724750051009996,0.22562674094707522,0.6457858769931663,0.2004775169120573,1.003657978966621,876.8886589733387,0.3731851851851852
12570,4122,2500,5850,2666,4096,0,0,1,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1678,0.3279236276849642,0.7046153846153846,0.4870434605182616,0.2120922832140016,0.6467734109655507,0.19888623707239458,1.00634765625,814.6380270485282,0.42735042735042733
12575,4448,2470,7050,2696,4304,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1679,0.35371769383697815,0.6309219858156029,0.4868394205264232,0.21439363817097415,0.6061151079136691,0.19642147117296221,1.033457249070632,845.3980119284295,0.350354609929078
12580,4435,2558,5300,3079,4246,1,0,1,1,0,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1680,0.352543720190779,0.8367924528301887,0.48663538053458477,0.2447535771065183,0.694250281848929,0.20333863275039746,1.0445124823363166,863.3758346581876,0.4826415094339623
12590,4180,2741,6450,2867,4122,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1,1,0,1681,0.33200953137410644,0.648062015503876,0.48622730055090796,0.22772041302621127,0.6858851674641149,0.21771247021445592,1.0140708393983504,897.4108022239873,0.42496124031007754
12595,4214,2701,7250,2815,4015,1,0,0,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1682,0.33457721317983324,0.5812413793103448,0.4860232605590696,0.22350138944025408,0.6680113906027527,0.21445017864231838,1.0495641344956415,861.0174672489082,0.37255172413793103
12600,4427,2488,6250,2841,4289,0,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1683,0.35134920634920636,0.70832,0.4858192205672312,0.22547619047619047,0.6417438445900158,0.19746031746031745,1.0321753322452787,846.9073015873016,0.39808
12605,4376,2610,6900,2891,4326,0,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1684,0.3471638238794129,0.6342028985507246,0.48561518057539277,0.22935343117810392,0.6606489945155393,0.20706069020230067,1.0115580212667592,895.7445458151527,0.3782608695652174
12610,4298,2373,6950,2800,3961,1,1,0,1,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1685,0.3408406026962728,0.6184172661870504,0.4854111405835544,0.22204599524187152,0.6514657980456026,0.18818398096748612,1.0850795253723806,745.3967486122125,0.3414388489208633
12615,4085,2734,5700,2601,4121,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1686,0.32382084819659135,0.7166666666666667,0.48520710059171596,0.20618311533888228,0.6367197062423501,0.2167261196987713,0.9912642562484834,893.1283392786365,0.47964912280701755
12620,4229,2608,7950,2771,4305,0,1,0,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1687,0.3351030110935024,0.5319496855345912,0.4850030605998776,0.21957210776545166,0.6552376448332939,0.20665610142630744,0.9823461091753775,889.6545166402535,0.32805031446540883
12625,4412,2580,7800,3048,4134,1,1,0,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1688,0.34946534653465344,0.5656410256410257,0.4847990206080392,0.24142574257425742,0.6908431550317317,0.20435643564356434,1.0672472181906145,844.809504950495,0.33076923076923076
12630,4480,2634,6050,2835,4456,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1689,0.35471100554235946,0.740495867768595,0.48459498061620077,0.22446555819477435,0.6328125,0.20855106888361044,1.0053859964093357,929.3035629453682,0.4353719008264463
12640,4511,2572,7900,2974,4187,1,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1690,0.3568829113924051,0.5710126582278481,0.48418690063252395,0.23528481012658228,0.6592773221015296,0.20348101265822785,1.0773823740148076,851.975,0.32556962025316455
12645,4431,2643,7850,3006,4143,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1691,0.35041518386714116,0.5644585987261147,0.4839828606406856,0.23772241992882562,0.6784021665538253,0.20901542111506524,1.0695148443157132,865.9508896797153,0.336687898089172
12650,4516,2604,6950,2992,4264,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1692,0.35699604743083,0.6497841726618705,0.4837788206488472,0.23652173913043478,0.662533215234721,0.2058498023715415,1.0590994371482176,877.743557312253,0.37467625899280577
12655,4338,2619,7300,2785,4022,1,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1693,0.3427894112998815,0.5942465753424657,0.48357478065700876,0.22007111813512445,0.6420009220839097,0.2069537732121691,1.0785678766782696,832.3680758593441,0.35876712328767124
